Platform;Played;Name;OpenCritic;Genre;Multiplayer;Source
PS4/PS5; ;PGA Tour 2K23;77;Sports;Both;ESSENTIAL
PS4; ;Towerfall Ascension;83;Action;Local;EXTRA
PS4/PS5;X;Unpacking;83;Puzzle;Online;EXTRA
PS4; ;Age of Wonders: Planetfall;82;Strategy;Online;EXTRA
PS4; ;Chicken Police;82;Puzzle;Online;EXTRA
PS4/PS5;X;Death Stranding: Director�s Cut;82;Adventure;Online;BOUGHT/EXTRA
PS4; ;Disgaea 5: Alliance of Vengeance;82;RPG;Online;EXTRA
PS4; ;Dishonored: Death of the Outsider;82;Action;Online;EXTRA
PS4;X;Final Fantasy VII;82;RPG;Online;EXTRA
PS4;X;Final Fantasy XV Royal Edition;82;RPG;Online;ESSENTIAL/EXTRA
PS4/PS5; ;Marvel�s Guardians Of The Galaxy;82;Action;Online;EXTRA
PS4; ;Neo: The World Ends With You;82;Action;Online;EXTRA
PS4/PS5; ;Paradise Killer;82;Adventure;Online;EXTRA
PS4; ;Rune Factory 4 Special;82;RPG;Online;EXTRA
PS4;X;South Park: The Fractured But Whole;82;RPG;Online;EXTRA
PS4; ;Tekken 7;82;Fighting;Both;EXTRA
PS4;X;The Last Guardian;82;Adventure;Online;COLLECTION/EXTRA
PS4; ;Warhammer Vermintide 2;82;Shooter;Online;EXTRA
PS4;X;Abzu;81;Adventure;Online;ESSENTIAL/EXTRA
PS4; ;Ace Combat 7: Skies Unknown;81;Simulation;Online;EXTRA
PS4; ;Ashen;81;RPG;Online;EXTRA
PS4; ;Final Fantasy VIII Remastered;81;RPG;Online;EXTRA
PS4/PS5;X;Ghostrunner;81;Platformer;Online;ESSENTIAL/EXTRA
PS4; ;Gravity Rush 2;81;Action;Online;EXTRA
PS4/PS5; ;I Am Dead;81;Puzzle;Online;EXTRA
PS4;X;Infamous Second Son;81;Action;Online;ESSENTIAL/EXTRA
PS4/PS5; ;Kena: Bridge of Spirits;81;Adventure;Online;EXTRA
PS4/PS5; ;Life is Strange: True Colors;81;Interactive Story;Online;EXTRA
PS4; ;Moonlighter;81;RPG;Online;EXTRA
PS4;X;My Friend Pedro;81;Action;Online;EXTRA
PS4/PS5; ;Observer: System Redux;81;Horror;Online;EXTRA
PS4; ;Oddworld: New �n� Tasty;81;Platformer;Online;EXTRA
PS4/PS5; ;Sackboy: A Big Adventure;81;Platformer;Both;ESSENTIAL/EXTRA
PS4/PS5;X;The Elder Scrolls V: Skyrim - Special Edition;81;RPG;Online;EXTRA
PS4; ;Untitled Goose Game;81;Puzzle;Local;EXTRA
PS4; ;Wolfenstein: The New Order;81;Shooter;Online;EXTRA
PS4/PS5;X;Wreckfest;81;Racing;Online;ESSENTIAL/EXTRA
PS4; ;Battle Chasers: Nightwar;80;RPG;Online;EXTRA
PS4; ;Blasphemous;80;Platformer;Online;EXTRA
PS4;X;Detroit: Become Human;80;Interactive Story;Online;COLLECTION/EXTRA
PS4; ;Far Cry 3: Blood Dragon Classic Edition;80;Shooter;Online;EXTRA
PS4; ;Gunvolt Chronicles Luminous Avenger IX;80;Platformer;Online;EXTRA
PS4/PS5;i;Farming Simulator 22;74;Simulation;Online;ESSENTIAL
PS4; ;Life is Strange: Before the Storm;80;Interactive Story;Online;EXTRA
PS4/PS5; ;My Friend Peppa Pig;80;Adventure;Online;EXTRA
PS4; ;Pillars of Eternity II: Deadfire - Ultimate Edition;80;RPG;Online;EXTRA
PS4;X;Prey;80;Shooter;Online;EXTRA
PS4;X;Prison Architect;80;Simulation;Online;EXTRA
PS4; ;Sakuna: of Rice and Ruin;80;Platformer;Online;EXTRA
PS4; ;Slime Rancher;80;Strategy;Online;EXTRA
PS4/PS5; ;Snowrunner;80;Simulation;Online;EXTRA
PS4; ;Stellaris: Console Edition;80;Strategy;Online;EXTRA
PS4; ;The Evil Within 2;80;Horror;Online;EXTRA
PS4/PS5; ;The Pedestrian;80;Puzzle;Online;EXTRA
PS4; ;The Wild at Heart;80;Adventure;Online;EXTRA
PS4;X;Trials Rising;80;Sports;Both;EXTRA
PS4; ;Trine 4: The Nightmare Prince;80;Platformer;Both;EXTRA
PS4;X;Valiant Hearts: The Great War;80;Adventure;Online;EXTRA
PS4; ;Alienation;79;Shooter;Both;EXTRA
PS4; ;Darksiders Genesis;79;RPG;Both;EXTRA
PS4; ;Everybody�s Golf;79;Sports;Both;EXTRA
PS4;X;Hue;79;Puzzle;Online;ESSENTIAL/EXTRA
PS4; ;Generation Zero;50;Shooter;Online;ESSENTIAL
PS4/PS5; ;Immortals Fenyx Rising;79;Adventure;Online;EXTRA
PS4; ;Indivisible;79;Platformer;Online;EXTRA
PS4;X;Little Nightmares;79;Adventure;Online;ESSENTIAL/EXTRA
PS4;X;LittleBigPlanet3;79;Platformer;Local;ESSENTIAL/EXTRA
PS4; ;Minit;79;Adventure;Online;EXTRA
PS4; ;Momodora: Reverie Under The Moonlight;79;Platformer;Online;EXTRA
PS4;X;Omno;79;Adventure;Online;EXTRA
PS4;X;Saints Row Gat out of Hell;67;Action;Online;ESSENTIAL
PS4/PS5; ;Scarlet Nexus;79;RPG;Online;EXTRA
PS4;X;Telling Lies;79;Interactive Story;Online;EXTRA
PS4;X;Terraria;79;Survival;Both;EXTRA
PS4/PS5; ;The Gardens Between;79;Puzzle;Online;EXTRA
PS4; ;The Missing: J.J. Macfield and the Island of Memories;79;Adventure;Online;EXTRA
PS4; ;Thomas Was Alone;79;Platformer;Online;EXTRA
PS4;X;Trials Fusion;79;Sports;Both;BOUGHT/EXTRA
PS4;X;Until Dawn;79;Horror;Online;ESSENTIAL/EXTRA
PS4; ;Worms W.M.D;79;Strategy;Online;EXTRA
PS4; ;11-11 Memories Retold;78;Interactive Story;Online;EXTRA
PS4; ;A Hat in Time;78;Platformer;Online;EXTRA
PS4; ;Bomber Crew;78;Strategy;Online;EXTRA
PS4/PS5; ;Call of the Sea;78;Adventure;Online;EXTRA
PS4; ;Carto;78;Puzzle;Online;EXTRA
PS4/VR;X;Concrete Genie: Digital Deluxe Edition;78;Action;Online;ESSENTIAL/EXTRA
PS4; ;Dodgeball Academia;78;Sports;Local;EXTRA
PS4; ;Dragon Quest Heroes II: Explorer's Edition;78;Action;Online;EXTRA
PS4/PS5; ;Evil Genius 2;78;Strategy;Online;EXTRA
PS4/PS5; ;Haven;78;Adventure;Local;EXTRA
PS4; ;Jotun: Valhalla Edition;78;Action;Online;EXTRA
PS4; ;Kingdom New Lands;78;Platformer;Online;EXTRA
PS4; ;Kingdom Two Crowns;78;Platformer;Both;EXTRA
PS4; ;Lost Words: Beyond The Page;78;Platformer;Online;EXTRA
PS4;X;Moving Out;78;Strategy;Local;EXTRA
PS4; ;PGA Tour 2K21;78;Sports;Both;ESSENTIAL/EXTRA
PS4/PS5; ;Riders Republic;78;Sports;Online;EXTRA
PS4; ;Scott Pilgrim vs. The World: The Game - Complete Edition;78;Arcade;Both;EXTRA
PS4; ;Shadow Warrior 2;78;Shooter;Online;EXTRA
PS4; ;Sniper Elite 4;78;Shooter;Online;ESSENTIAL/EXTRA
PS4/PS5; ;Sniper Elite 5;78;Shooter;Online;EXTRA
PS4; ;Sundered: Eldritch Edition;78;Platformer;Local;EXTRA
PS4/PS5; ;Tchia;78;Adventure;Online;EXTRA
PS4; ;The Long Dark;78;Survival;Online;EXTRA
PS4; ;Wolfenstein: The Old Blood;78;Shooter;Online;EXTRA
PS4; ;World of Final Fantasy;78;RPG;Online;EXTRA
PS4; ;Brothers: A Tale of Two Sons;77;Puzzle;Online;EXTRA
PS4/PS5;X;Cursed to Golf;77;Arcade;Online;EXTRA
PS4; ;Dandara: Trials of Fear Edition;77;Platformer;Online;EXTRA
PS4; ;Dragon Quest Heroes: The World Tree's Woe and the Blight Below;77;Action;Online;EXTRA
PS4/PS5; ;Dysmantle;77;Survival;Local;EXTRA
PS4; ;Fury Unleashed;77;Platformer;Local;EXTRA
PS4; ;Hotshot Racing;77;Racing;Both;EXTRA
PS4/PS5; ;Hundred Days: Winemaking Simulator;77;Simulation;Online;EXTRA
PS4; ;Journey to the Savage Planet;77;Shooter;Online;EXTRA
PS4; ;Kingdom Hearts HD 2.8 Final Chapter Prologue;77;RPG;Online;EXTRA
PS4; ;Kingdom Hearts: Melody of Memory;77;Music;Both;EXTRA
PS4; ;Life is Strange 2;77;Interactive Story;Online;EXTRA
PS4; ;Samurai Warriors 5;77;Action;Both;EXTRA
PS4; ;Surviving Mars;77;Strategy;Online;EXTRA
PS4; ;Tacoma;77;Aventure;Online;EXTRA
PS4/PS5; ;The Artful Escape;77;Platformer;Online;EXTRA
PS4/PS5; ;Back 4 Blood;76;Shooter;Online;EXTRA
PS4; ;Earth Defense Force;76;Strategy;Online;EXTRA
PS4; ;Earth Defense Force: World Brothers;76;Strategy;Online;EXTRA
PS4/PS5;i;Far Cry 6;76;Shooter;Online;EXTRA
PS4;X;For Honor;76;Action;Online;ESSENTIAL/EXTRA
PS4; ;Forager;76;Adventure;Online;EXTRA
PS5; ;Ghostwire Tokyo;76;Action;Online;EXTRA
PS4; ;I Am Setsuna;76;RPG;Online;EXTRA
PS4;X;Infamous First Light;76;Action;Online;EXTRA
PS4; ;Midnight Fight Express;76;Action;Online;EXTRA
PS4; ;Observation;76;Horror;Online;EXTRA
PS4;X;Saints Row IV: Re-Elected;76;Action;Online;EXTRA
PS4/VR; ;Star Trek: Bridge Crew;76;Simulation;Online;EXTRA
PS4; ;Starlink: Battle For Atlas;76;Simulation;Online;EXTRA
PS4; ;The Surge 2;76;RPG;Online;EXTRA
PS4/PS5; ;Tom Clancy's Rainbow Six Siege;76;Shooter;Online;EXTRA
PS4; ;Toukiden 2;76;Action;Online;EXTRA
PS4; ;Trials of Mana;76;RPG;Online;EXTRA
VR; ;Werewolves Within;76;Arcade;Online;EXTRA
PS4; ;Ys IX: Monstrum Nox;76;RPG;Online;EXTRA
PS4/PS5;X;Bugsnax;75;Adventure;Online;ESSENTIAL/EXTRA
PS4; ;Death Squared;75;Puzzle;Local;EXTRA
PS4;X;Deliver Us the Moon;75;Puzzle;Online;EXTRA
PS4; ;Dragon Star Varnir;75;RPG;Online;EXTRA
PS4;X;Far Cry 3: Classic Edition;75;Shooter;Online;EXTRA
PS4; ;For The King;75;Strategy;Online;EXTRA
PS4;X;Little Big Workshop;75;Simulation;Online;EXTRA
PS4; ;Spellforce III;75;RPG;Online;EXTRA
PS4; ;The Escapists 2;75;Strategy;Online;EXTRA
PS4; ;Wild Guns Reloaded;75;Arcade;Local;EXTRA
PS4; ;Zombie Army 4: Dead War;75;Shooter;Online;ESSENTIAL/EXTRA
PS4/PS5; ;Saints Row;63;Action;Online;ESSENTIAL
PS4;X;Absolver;74;Fighting;Online;ESSENTIAL/EXTRA
PS4; ;Aragami;74;Action;Online;EXTRA
PS4;X;Assassin's Creed Freedom Cry;74;Action;Online;ESSENTIAL/EXTRA
PS4/PS5; ;Chorus;74;Arcade;Online;EXTRA
PS4; ;Circus Electrique;74;RPG;Online;EXTRA
PS4/PS5; ;Cris Tales;74;RPG;Online;EXTRA
PS4; ;FIGHTING EX LAYER � Standard Version;74;Fighting;Both;EXTRA
PS4; ;Hohokum;74;Adventure;Online;EXTRA
PS4; ;Hotline Miami 2: Wrong Number;74;Action;Online;EXTRA
PS4/VR; ;Infinite Minigolf;74;Sports;Both;EXTRA
PS4; ;Matterfall;74;Platformer;Online;EXTRA
PS4;X;My Time at Portia;74;Simulation;Online;EXTRA
PS4; ;R-Type Final 2;74;Action;Local;EXTRA
PS4;X;Rebel Galaxy;74;Simulation;Online;ESSENTIAL/EXTRA
PS4/PS5; ;Sniper Ghost Warrior Contracts 2;74;Shooter;Online;EXTRA
PS4;X;The Elder Scrolls Online: Tamriel Unlimited;74;RPG;Online;BOUGHT/EXTRA
PS4;X;The Surge;74;RPG;Online;ESSENTIAL/EXTRA
PS4/PS5; ;Watchdogs: Legion;74;Action;Online;EXTRA
PS4;X;Assassin's Creed: The Ezio Collection;73;Action;Online;EXTRA
PS4; ;Bad North;73;Action;Online;EXTRA
PS4;X;Days Gone;73;Horror;Online;ESSENTIAL/EXTRA
PS4; ;Dragon Ball Xenoverse 2;73;Action;Both;EXTRA
PS4/PS5; ;Dragon Ball Z: Kakarot;73;Adventure;Online;EXTRA
VR; ;Eagle Flight;73;Simulation;Online;EXTRA
PS4; ;Killzone Shadow Fall;73;Shooter;Online;EXTRA
PS4; ;LEGO Batman 3: Beyond Gotham;73;Adventure;Online;EXTRA
PS4/PS5;X;Maneater;73;RPG;Online;ESSENTIAL/EXTRA
PS4/PS5; ;Outriders;73;Action;Online;EXTRA
PS4; ;Pile Up! Box by Box;73;Platformer;Local;EXTRA
PS4; ;Pure Pool;73;Sports;Both;EXTRA
PS4/PS5; ;Tails Noir;73;Adventure;Online;EXTRA
PS4/PS5; ;The Ascent;73;Action;Both;EXTRA
PS4; ;The Dark Pictures: Little Hope;73;Horror;Both;EXTRA
PS4; ;The Evil Within;73;Horror;Online;EXTRA
PS4; ;The Fisherman � Fishing Planet;73;Sports;Online;EXTRA
PS4; ;Assassin's Creed Rogue Remastered;72;Action;Online;EXTRA
PS4/VR;X;Bound;72;Platformer;Online;ESSENTIAL/EXTRA
PS4; ;Dead or Alive 5 Last Round;72;Fighting;Both;EXTRA
PS4; ;El Hijo � A Wild West Tale;72;Adventure;Online;EXTRA
PS4; ;Final Fantasy Type-0 HD;72;RPG;Online;EXTRA
PS4; ;Get Even;72;Action;Online;EXTRA
PS4;X;Portal Knights;72;RPG;Both;ESSENTIAL/EXTRA
PS4/PS5; ;Tom Clancy's Rainbow Six Extraction;72;Shooter;Online;EXTRA
PS4;X;Tricky Towers;72;Puzzle;Both;ESSENTIAL/EXTRA
PS4;X;Vampyr;72;RPG;Online;ESSENTIAL/EXTRA
PS4; ;Assassin's Creed Unity;71;Action;Online;EXTRA
PS4; ;"Dead end reQuest";71;RPG;Online;EXTRA
PS4; ;Far Cry New Dawn;71;Shooter;Online;EXTRA
PS4/PS5;X;Lawn Mowing Simulator: Landmark Edition;71;Simulation;Online;EXTRA
PS4; ;Rage 2;71;Shooter;Online;EXTRA
PS4; ;Rock of Ages 3: Make & Break;71;Strategy;Both;EXTRA
PS5; ;Soulstice;71;Action;Online;EXTRA
PS4/PS5; ;Soundfall;71;Music;Both;EXTRA
PS4; ;Spitlings;71;Arcade;Both;EXTRA
PS4/PS5; ;Star Ocean The Divine Force;71;RPG;Online;EXTRA
PS4; ;Steep;71;Sports;Online;ESSENTIAL/EXTRA
PS4/VR; ;Transference;71;Adventure;Online;EXTRA
PS4; ;West of the Dead;71;Action;Online;EXTRA
PS4/PS5; ;World War Z;71;Action;Online;EXTRA
PS4;X;AO Tennis 2;70;Sports;Both;EXTRA
PS4/PS5; ;Cloudpunk;70;Adventure;Online;EXTRA
PS4; ;Giana Sisters: Twisted Dreams � Director�s Cut;70;Platformer;Online;EXTRA
PS4/PS5; ;Last Stop;70;Interactive Story;Online;EXTRA
PS4; ;Lost Sphear;70;RPG;Online;EXTRA
PS4; ;Megadimension Neptunia VII;70;RPG;Online;EXTRA
PS4/PS5; ;Monster Truck Championship;70;Racing;Online;EXTRA
PS4/PS5; ;Redout 2;70;Racing;Online;EXTRA
PS4; ;Romance of the Three Kingdoms XIII;70;Strategy;Online;EXTRA
PS4; ;The Lego Movie Videogame;70;Adventure;Local;EXTRA
PS4; ;This is the Police 2;70;Interactive Story;Online;EXTRA
PS4; ;TRON RUN/r;70;Action;Online;EXTRA
PS4; ;Vampire: The Masquerade - Coteries of New York;70;Interactive Story;Online;EXTRA
PS4; ;Warriors All-Stars;70;RPG;Online;EXTRA
PS4;X;Assassin's Creed III Remastered;69;Adventure;Online;EXTRA
PS4/PS5; ;Assetto Corsa Competizione;69;Racing;Online;EXTRA
PS4;X;Darksiders III;69;RPG;Online;ESSENTIAL/EXTRA
PS4/PS5;X;Dead by Deadlight;69;Action;Online;ESSENTIAL/EXTRA
PS4; ;Earth Defense Force: Iron Rain;69;Action;Both;EXTRA
PS4; ;Magicka 2;69;RPG;Local;EXTRA
PS4; ;MediEvil;69;Action;Online;EXTRA
PS4; ;Nightmares from the Deep: The Siren's Call;69;Adventure;Online;EXTRA
PS4; ;Oninaki;69;RPG;Online;EXTRA
PS4; ;Payday 2: Crimewave Edition;69;Shooter;Online;EXTRA
PS4; ;Rain World;69;Platformer;Local;EXTRA
PS4/VR; ;Space Junkies;69;Action;Online;EXTRA
PS4;X;Stranded Deep;69;Survival;Online;ESSENTIAL/EXTRA
PS4; ;The Dark Pictures: Man of Medan;69;Horror;Both;ESSENTIAL/EXTRA
PS5; ;Thymesia;69;Action;Online;EXTRA
PS4; ;Assassin's Creed Chronicles: China;68;Platformer;Online;EXTRA
PS4/PS5; ;Ben 10: Power Trip;68;Action;Local;EXTRA
PS4; ;Caladrius Blaze;68;Arcade;Local;EXTRA
PS4; ;Call of Cthulhu;68;RPG;Online;EXTRA
PS4/PS5; ;Destroy All Human 2 Reprobed;68;Action;Local;EXTRA
PS4; ;Dynasty Warriors 8 Empires;68;Action;Both;EXTRA
PS4; ;Entwined;68;Music;Online;EXTRA
PS4/PS5;i;Human Fall Flat;68;Platformer;Both;EXTRA
PS4/PS5; ;Lake;68;Simulation;Online;EXTRA
PS4; ;Nights of Azure;68;RPG;Online;EXTRA
PS4/PS5; ;Paw Patrol Mighty Pups: Save Adventure Bay!;68;Platformer;Local;EXTRA
PS4;X;Paw Patrol on a Roll!;68;Platformer;Online;EXTRA
PS4;X;Space Crew: Legendary Edition;68;Strategy;Online;EXTRA
PS4; ;Vikings � Wolves of Midgard;68;Action;Both;EXTRA
PS4/PS5; ;Warhammer: Chaosbane � Slayer Edition;68;RPG;Both;EXTRA
PS4/PS5; ;Bus Simulator 21: Next Stop;67;Simulation;Online;EXTRA
PS4;X;Embr;67;Action;Online;EXTRA
PS4; ;Golf with Your Friends;67;Sports;Both;EXTRA
PS4; ;Grand Ages: Medieval;67;Strategy;Online;EXTRA
PS4/PS5;X;Jett: The Far Shore;67;Adventure;Online;EXTRA
PS4; ;Malicious Fallen;67;Action;Online;EXTRA
PS4; ;Mudrunner;67;Racing;Online;EXTRA
PS4; ;Warhammer 40,000: Inquisitor � Martyr;67;RPG;Both;EXTRA
PS4; ;Wolfenstein: Youngblood;67;Shooter;Online;EXTRA
PS4; ;ZOMBI;67;Horror;Online;EXTRA
PS4; ;Clouds & Sheep 2;66;Simulation;Online;EXTRA
PS4; ;Onee Chanbara Origin;66;Action;Online;EXTRA
PS4; ;Shadow of the Beast;66;Action;Online;EXTRA
PS4; ;This is the Police;66;Interactive Story;Online;EXTRA
PS4; ;Townsmen � A Kingdom Rebuilt;66;Strategy;Online;EXTRA
PS4/PS5; ;The Callisto Protocol;67;Horror;Online;ESSENTIAL
PS4/PS5; ;DC League of Super-Pets: The Adventures of Krypto and Ace;65;Action;Online;EXTRA
PS4; ;Earth Defense Force 4.1: The Shadow of New Despair;65;Action;Both;EXTRA
PS4/PS5; ;Elex 2;65;RPG;Online;EXTRA
PS4; ;How To Survive 2;65;Survival;Online;EXTRA
PS4; ;Nights of Azure 2: Bride of the New Moon;65;RPG;Online;EXTRA
PS4/PS5; ;Source of Madness;65;Action;Online;EXTRA
PS4; ;The Witch and the Hundred Knight: Revival Edition;65;RPG;Online;EXTRA
PS4; ;Thief;65;Adventure;Online;EXTRA
PS4; ;UNO;65;Puzzle;Both;EXTRA
PS4/PS5; ;Alex Kidd in Miracle World DX;64;Platformer;Online;EXTRA
PS4; ;Brawlout;64;Fighting;Both;EXTRA
PS4; ;Flatout 4: Total Insanity;64;Racing;Online;EXTRA
PS4; ;NASCAR Heat 5;64;Racing;Both;EXTRA
PS4;X;Adr1ft;63;Interactive Story;Online;EXTRA
PS4; ;Adventure Time Pirates of the Enchiridion;63;Adventure;Online;EXTRA
PS4; ;Assassin's Creed Chronicles: India;63;Platformer;Online;EXTRA
PS4; ;Dynasty Warriors 9;63;Action;Both;EXTRA
PS4; ;Empire of Sin;63;Strategy;Online;EXTRA
PS5; ;Spirit of the North: Enhanced Edition;63;Adventure;Online;EXTRA
PS4; ;Touhou Genso Rondo: Bullet Ballet;63;Action;Online;EXTRA
PS5;X;Destruction AllStars;62;Action;Online;ESSENTIAL/EXTRA
PS4; ;FIA European Truck Racing Championship;62;Racing;Both;EXTRA
PS4; ;Omega Quintet;62;RPG;Online;EXTRA
PS4; ;Damascus Gear: Operation Tokyo HD Edition;61;Action;Online;EXTRA
PS4; ;Elex;61;RPG;Online;EXTRA
PS4; ;I Am Bread;61;Puzzle;Online;EXTRA
PS4; ;Legends of Ethernal;61;Platformer;Online;EXTRA
PS4; ;Mitsurugi Kamui Hikae;61;Action;Online;EXTRA
PS4;X;Power Rangers: Battle For The Grid;61;Fighting;Both;EXTRA
PS4;X;Surgeon Simulator: Anniversary Edition;61;Simulation;Local;EXTRA
PS4;X;Bee Simulator;60;Simulation;Local;EXTRA
PS4; ;Dangerous Golf;60;Sports;Online;EXTRA
PS4/PS5; ;Hotel Transylvania: Scary-tale Adventure;60;Action;Online;EXTRA
PS4; ;Monster Jam Steel Titans 2;60;Racing;Both;EXTRA
PS4; ;PAW Patrol The Movie: Adventure City Calls;60;Platformer;Local;EXTRA
PS4; ;Star Ocean: Integrity and Faithlessness;60;RPG;Online;EXTRA
PS4; ;Assassin's Creed Chronicles: Russia;59;Platformer;Online;EXTRA
PS4; ;Dark Rose Valkyrie;59;RPG;Online;EXTRA
PS5; ;Foreclosed;59;Action;Online;EXTRA
PS4; ;Risk: Urban Assault;59;Strategy;Online;EXTRA
PS4/PS5; ;Tennis World Tour 2;59;Sports;Both;ESSENTIAL/EXTRA
PS4;X;Knack;58;Platformer;Online;ESSENTIAL/EXTRA
PS4; ;Space Hulk: Deathwing � Enhanced Edition;58;Shooter;Online;EXTRA
PS4; ;The Technomancer;58;RPG;Online;EXTRA
PS4; ;Tom Clancy's Ghost Recon Breakpoint;58;Shooter;Online;EXTRA
PS4; ;MX vs ATV Legends;57;Racing;Both;EXTRA
PS4/VR; ;Disaster Report 4 Plus: Summer Memories;56;Adventure;Online;EXTRA
PS4; ;Fade to Silence;56;RPG;Online;EXTRA
PS4; ;Gigantosaurus the Game;56;Adventure;Local;EXTRA
PS4; ;Necromunda: Underhive Wars;56;Strategy;Online;EXTRA
PS4;X;Totally Reliable Delivery Service;56;Arcade;Both;EXTRA
PS4/PS5; ;Werewolf: The Apocalypse � Earthblood;56;Adventure;Online;EXTRA
PS4;X;Car Mechanic Simulator;55;Simulation;Online;EXTRA
PS4;X;Fallout 76;54;RPG;Online;ESSENTIAL/EXTRA
PS4; ;Overpass;54;Racing;Both;EXTRA
PS4; ;Trials Of The Blood Dragon;54;Platformer;Online;EXTRA
PS4; ;Ice Age: Scrat's Nutty Adventure;53;Adventure;Online;EXTRA
PS4; ;Ace of Seafood;52;Action;Online;EXTRA
PS4; ;Contra: Rogue Corps;52;Action;Online;EXTRA
PS4; ;Monopoly Plus;52;Puzzle;Online;EXTRA
PS4; ;Rapala Fishing: Pro Series;52;Sports;Online;EXTRA
PS4; ;Harvest Moon One World;51;Simulation;Online;EXTRA
PS4; ;Monster Jam Steel Titans;51;Racing;Local;EXTRA
PS4; ;ReadySet Heroes;51;Action;Both;EXTRA
PS4; ;Yet Another Zombie Defense;48;Strategy;Both;EXTRA
PS4; ;Hello Neighbour;45;Horror;Online;EXTRA
PS4/PS5; ;Weird West;75;Action;Online;ESSENTIAL
PS4; ;Bubsy: The Woolies Strike Back;39;Adventure;Online;EXTRA
PS4;X;Harvest Moon Mad Dash;37;Puzzle;Local;EXTRA
PS4; ;Cartoon Network: Battle Crashers;29;Arcade;Local;EXTRA
PS4; ;Jumanji The Video game;27;Adventure;Both;EXTRA
PS4/PS5; ;Bassmaster Fishing;86;Sports;Online;EXTRA
PS4;X;ConnecTank;68;Action;Local;EXTRA
PS4/PS5; ;Fast & Furious: Spy Racers Rise of SH1FT3R;81;Racing;Both;EXTRA
PS4; ;Gal Gunvolt Burst;17;Platformer;Online;EXTRA
PS4;X;Harvest Moon Light of Hope Special Edition;57;Strategy;Local;EXTRA
PS4/PS5; ;Humanity;45;Puzzle;Online;EXTRA
PS4; ;Legendary Fishing;72;Sports;Local;EXTRA
PS4; ;Mahjong;44;Puzzle;Online;EXTRA
PS4; ;Melty Blood: Type Lumina;93;Fighting;Both;EXTRA
PS4; ;Monopoly Madness;23;Puzzle;Both;EXTRA
PS4/PS5; ;Moving Out 2;55;Acade;Both;EXTRA
PS4/PS5; ;My Little Pony: A Maretime Bay Adventure;73;Adventure;Local;EXTRA
PS4/PS5; ;PJ Masks: Heroes of the Night;86;Action;Online;EXTRA
PS4; ;Pure Hold�em World Poker Championship;55;Puzzle;Online;EXTRA
PS4; ;Rabbids Invasion: The Interactive TV Show;91;Interactive Story;Online;EXTRA
PS4; ;Secret Neighbour;29;Horror;Online;EXTRA
PS4; ;Unturned;7;Survival;Online;EXTRA
PS4; ;Wheel of Fortune;87;Puzzle;Online;EXTRA